,State,Gender,Specialty
23959,SC,M,Dentist
23960,MN,F,Obstetrics/Gynecology
23961,KS,F,Obstetrics/Gynecology
23962,MD,M,Dentist
23963,GA,F,Family Practice
23964,NC,F,Internal Medicine
23965,IL,F,Nurse Practitioner
23966,PR,M,General Practice
23967,WI,F,Physician Assistant
23968,NY,M,Ophthalmology
23969,TX,M,Hematology/Oncology
23970,FL,M,Dentist
23971,SD,M,Optometry
23972,AK,M,Family Practice
23973,CA,F,Family Practice
23974,MI,F,Physical Medicine and Rehabilitation
23975,MA,M,Dentist
23976,CA,F,Student in an Organized Health Care Education/Training Program
23977,MA,M,Thoracic Surgery
23978,TX,M,Internal Medicine
23979,NY,F,Physician Assistant
23980,TX,F,Internal Medicine
23981,TN,M,Family Practice
23982,MD,M,Urology
23983,IA,M,Oral Surgery (dentists only)
23984,MI,M,Family Practice
23985,OR,F,Nurse Practitioner
23986,GA,M,Pulmonary Disease
23987,TX,F,Nurse Practitioner
23988,IL,M,Physician Assistant
23989,NY,F,Nurse Practitioner
23990,MA,F,Psychiatry & Neurology
23991,SC,M,Endocrinology
23992,PA,M,Psychiatry
23993,CA,M,Dentist
23994,MI,M,Dermatology
23995,FL,M,Family Practice
23996,NY,F,Internal Medicine
23997,CA,F,Internal Medicine
23998,PA,M,Family Practice
23999,NV,F,Internal Medicine
24000,CT,M,Dentist
24001,FL,M,Dentist
24002,NJ,M,Neurology
24003,NC,M,Student in an Organized Health Care Education/Training Program
24004,NJ,M,Interventional Pain Management
24005,FL,F,Internal Medicine
24006,FL,M,Internal Medicine
24007,CA,F,Internal Medicine
24008,LA,M,Urology
24009,OH,M,Family Practice
24010,FL,M,Dentist
24011,OR,M,Dentist
24012,MI,F,Student in an Organized Health Care Education/Training Program
24013,TN,M,Family Practice
24014,MA,M,Family Practice
24015,LA,F,Nurse Practitioner
24016,MN,M,Dentist
24017,NC,M,Cardiology
24018,UT,F,Physician Assistant
24019,NC,M,Physician Assistant
24020,PR,M,General Practice
24021,TN,M,Endocrinology
24022,OH,M,Cardiology
24023,FL,F,Nurse Practitioner
24024,OR,F,Internal Medicine
24025,NY,M,Student in an Organized Health Care Education/Training Program
24026,NC,F,Obstetrics/Gynecology
24027,TN,F,Nurse Practitioner
24028,TN,M,Gastroenterology
24029,CA,M,Emergency Medicine
24030,OR,F,Family Practice
24031,MN,M,Family Practice
24032,MS,M,Orthopedic Surgery
24033,PA,F,Nurse Practitioner
24034,VA,M,Emergency Medicine
24035,DE,F,Emergency Medicine
24036,NC,F,Neurology
24037,NY,M,Rheumatology
24038,TN,M,Neurosurgery
24039,SC,F,Emergency Medicine
24040,WA,M,Psychiatry
24041,NJ,M,Physical Medicine and Rehabilitation
24042,NY,F,Family Practice
24043,WA,F,Internal Medicine
24044,FL,M,Dentist
24045,PA,M,Internal Medicine
24046,VA,M,Orthopedic Surgery
24047,IL,M,Dermatology
24048,IN,F,Nephrology
24049,AL,F,Nurse Practitioner
24050,OH,M,Dentist
24051,NJ,M,Orthopedic Surgery
24052,WI,F,Internal Medicine
24053,FL,M,Family Practice
24054,IL,F,Optometry
24055,TX,M,Family Practice
24056,PA,M,Interventional Pain Management
24057,PA,M,Emergency Medicine
24058,AR,M,Family Practice
24059,MA,M,Dentist
24060,NV,M,Ophthalmology
24061,AL,M,Family Practice
24062,NY,F,Nurse Practitioner
24063,OH,M,Family Practice
24064,IL,M,Cardiology
24065,NY,F,Physician Assistant
24066,FL,M,Pulmonary Disease
24067,CA,M,Radiation Oncology
24068,CT,F,Physician Assistant
24069,FL,M,Obstetrics/Gynecology
24070,ME,F,General Surgery
24071,NY,M,Family Practice
24072,NC,M,Neurosurgery
24073,FL,M,Ophthalmology
24074,ME,M,Optometry
24075,PA,M,Family Practice
24076,IN,M,Cardiology
24077,HI,F,Internal Medicine
24078,TX,F,Internal Medicine
24079,MO,F,Otolaryngology
24080,RI,F,Physician Assistant
24081,WI,F,Family Practice
24082,MA,M,Emergency Medicine
24083,AZ,F,Dentist
24084,MA,M,General Surgery
24085,CT,M,Dentist
24086,NY,M,Dentist
24087,IL,F,Internal Medicine
24088,WI,F,Family Practice
24089,PR,F,Neurology
24090,OH,F,Allergy/Immunology
24091,FL,M,Cardiac Electrophysiology
24092,TX,M,Internal Medicine
24093,IN,M,Physical Medicine and Rehabilitation
24094,FL,M,Internal Medicine
24095,CA,F,Physician Assistant
24096,VA,M,Orthopedic Surgery
24097,MA,F,Emergency Medicine
24098,CA,M,Psychiatry & Neurology
24099,LA,M,Infectious Disease
24100,NM,F,Dentist
24101,NJ,M,Pediatric Medicine
24102,MO,M,Internal Medicine
24103,MN,M,Dentist
24104,PA,M,Cardiology
24105,OH,M,Gastroenterology
24106,NC,M,Allergy/Immunology
24107,MO,F,Internal Medicine
24108,MA,M,Hematology/Oncology
24109,IL,M,Urology
24110,NC,M,Internal Medicine
24111,FL,M,General Surgery
24112,FL,F,Emergency Medicine
24113,OK,M,Internal Medicine
24114,IL,M,Internal Medicine
24115,PA,M,Internal Medicine
24116,CA,M,Internal Medicine
24117,TX,M,Family Practice
24118,NJ,F,Dentist
24119,AL,M,Neuropsychiatry
24120,WA,M,Dentist
24121,NE,M,Dentist
24122,CA,M,General Surgery
24123,MA,M,Vascular Surgery
24124,NJ,F,Internal Medicine
24125,NC,F,Physician Assistant
24126,NY,M,Ophthalmology
24127,TX,F,Nurse Practitioner
24128,CA,M,Physician Assistant
24129,NJ,M,Otolaryngology
24130,DC,M,Podiatry
24131,TN,M,Student in an Organized Health Care Education/Training Program
24132,MO,M,Dentist
24133,CA,M,Physical Medicine and Rehabilitation
24134,CA,F,Neurology
24135,OH,M,Dentist
24136,VA,M,Gastroenterology
24137,CA,M,Dentist
24138,MI,F,Infectious Disease
24139,NY,M,Internal Medicine
24140,TX,F,Neurology
24141,CA,M,Dermatology
24142,ID,F,Nurse Practitioner
24143,AZ,M,Orthopedic Surgery
24144,NY,M,Psychiatry
24145,NY,M,Dentist
24146,CA,M,Neurology
24147,TX,M,Dentist
24148,TX,F,Psychiatry
24149,IA,M,Dentist
24150,CA,F,Family Practice
24151,KS,F,Nurse Practitioner
24152,IL,F,Optometry
24153,NY,M,Neurology
24154,NY,F,Physician Assistant
24155,NJ,F,Physical Medicine and Rehabilitation
24156,MT,M,Physician Assistant
24157,NM,M,Internal Medicine
24158,CA,F,Pharmacist
24159,IL,F,Nurse Practitioner
24160,OH,F,Physician Assistant
24161,PA,M,Urology
24162,CA,F,Internal Medicine
24163,VA,M,Nurse Practitioner
24164,GA,F,Physician Assistant
24165,NY,M,Dermatology
24166,FL,M,Nurse Practitioner
24167,IN,M,Radiation Oncology
24168,SC,F,Endocrinology
24169,CT,M,Emergency Medicine
24170,PA,M,Internal Medicine
24171,OH,F,Nurse Practitioner
24172,MO,F,Family Practice
24173,OK,M,Family Practice
24174,SC,F,Internal Medicine
24175,KY,F,Nurse Practitioner
24176,ID,M,Orthopedic Surgery
24177,MI,M,Internal Medicine
24178,NY,F,Cardiology
24179,SC,M,Anesthesiology
24180,KS,M,Rheumatology
24181,CA,M,Psychiatry
24182,ME,F,Physician Assistant
24183,IL,M,Psychiatry
24184,VA,F,Nurse Practitioner
24185,MS,M,Plastic Surgery
24186,CA,M,Emergency Medicine
24187,NJ,F,Nurse Practitioner
24188,OH,F,Gastroenterology
24189,NJ,M,Psychiatry
24190,PA,F,Nurse Practitioner
24191,NJ,M,Internal Medicine
24192,TX,M,Orthopedic Surgery
24193,NC,F,Dentist
24194,VA,M,Dentist
24195,TX,F,Physician Assistant
24196,NV,M,Emergency Medicine
24197,TX,F,Family Practice
24198,OR,M,Dentist
24199,WA,F,Nurse Practitioner
24200,NJ,F,Family Practice
24201,FL,M,Family Practice
24202,FL,M,Ophthalmology
24203,TX,M,Internal Medicine
24204,CA,F,Pulmonary Disease
24205,OH,M,Internal Medicine
24206,MD,M,Internal Medicine
24207,SC,M,Ophthalmology
24208,CA,F,Family Practice
24209,NY,F,Allergy/Immunology
24210,KS,F,Nurse Practitioner
24211,NY,M,Internal Medicine
24212,IL,F,Internal Medicine
24213,MS,M,Dentist
24214,GA,F,Psychiatry
24215,MA,M,Nurse Practitioner
24216,NY,F,Family Practice
24217,MD,M,Student in an Organized Health Care Education/Training Program
24218,MA,M,Psychiatry
24219,PR,M,General Practice
24220,TX,F,Rheumatology
24221,MN,M,Oral Surgery (dentists only)
24222,NY,F,Nurse Practitioner
24223,CT,F,Nurse Practitioner
24224,CA,M,Psychiatry
24225,CA,M,Nephrology
24226,WY,F,Nurse Practitioner
24227,VA,M,Dentist
24228,CA,F,Physician Assistant
24229,IL,F,Nurse Practitioner
24230,FL,M,Neurology
24231,PA,F,Family Practice
24232,MN,M,Sports Medicine
24233,PA,M,Dentist
24234,UT,M,Dentist
24235,NJ,M,Hematology/Oncology
24236,OR,M,Emergency Medicine
24237,FL,M,Family Practice
24238,IN,M,Otolaryngology
24239,CA,F,Nurse Practitioner
24240,GA,F,Nurse Practitioner
24241,MO,M,Dentist
24242,NY,M,Cardiology
24243,MI,F,Internal Medicine
24244,PR,M,Dentist
24245,NY,F,Emergency Medicine
24246,NC,F,Family Practice
24247,NY,M,Emergency Medicine
24248,GA,M,Internal Medicine
24249,NC,M,Cardiology
24250,MA,M,Internal Medicine
24251,WY,M,General Practice
24252,SC,M,Urology
24253,CA,M,Emergency Medicine
24254,TX,M,Emergency Medicine
24255,IL,M,Neurology
24256,MA,F,Family Practice
24257,TX,M,Family Practice
24258,MI,F,Hematology/Oncology
24259,CT,M,Medical Oncology
24260,WI,M,Emergency Medicine
24261,VA,M,Family Practice
24262,NY,M,General Practice
24263,MD,F,Internal Medicine
24264,UT,M,Internal Medicine
24265,IN,F,Gastroenterology
24266,FL,M,Family Practice
24267,NE,F,Obstetrics/Gynecology
24268,KY,M,Internal Medicine
24269,OH,M,Ophthalmology
24270,FL,F,Internal Medicine
24271,NY,M,Family Practice
24272,IN,M,Dentist
24273,PA,M,Otolaryngology
24274,MI,M,Internal Medicine
24275,NJ,M,Neurology
24276,MA,M,Internal Medicine
24277,PA,M,Dentist
24278,IL,M,Orthopedic Surgery
24279,TN,M,Orthopedic Surgery
24280,MO,M,Allergy/Immunology
24281,VA,M,Emergency Medicine
24282,CA,F,Internal Medicine
24283,IL,F,Neurology
24284,TX,M,Critical Care (Intensivists)
24285,CA,F,Psychiatry
24286,FL,M,Cardiology
24287,GA,F,Family Practice
24288,OH,F,Ophthalmology
24289,NV,M,Family Practice
24290,NY,M,Dentist
24291,VA,F,Psychiatry
24292,MA,F,Internal Medicine
24293,ND,M,Emergency Medicine
24294,CA,M,Family Practice
24295,AZ,M,Podiatry
24296,MD,M,Orthopedic Surgery
24297,GA,F,Psychiatry
24298,NC,M,Dentist
24299,FL,M,Orthopedic Surgery
24300,TX,M,Emergency Medicine
24301,IN,M,Anesthesiology
24302,OH,F,Nurse Practitioner
24303,FL,F,Psychiatry & Neurology
24304,ME,M,Family Practice
24305,MD,M,Infectious Disease
24306,KS,M,Psychiatry
24307,OH,M,Dentist
24308,NJ,F,Family Practice
24309,MD,M,Dentist
24310,PR,M,Cardiology
24311,MD,M,Internal Medicine
24312,CA,F,Internal Medicine
24313,AZ,F,Family Practice
24314,TX,M,Physician Assistant
24315,AL,F,Nurse Practitioner
24316,IL,M,Interventional Pain Management
24317,SD,F,Nurse Practitioner
24318,RI,F,Physician Assistant
24319,CA,F,Nurse Practitioner
24320,CO,F,Dermatology
24321,WI,M,Dentist
24322,AR,M,Ophthalmology
24323,NY,F,Nurse Practitioner
24324,PA,F,Internal Medicine
24325,NY,M,Orthopedic Surgery
24326,FL,M,Otolaryngology
24327,IL,M,Ophthalmology
24328,OK,M,Family Practice
24329,WV,F,Family Practice
24330,MN,M,Dentist
24331,KS,F,Family Practice
24332,FL,M,Cardiology
24333,CO,F,Physician Assistant
24334,FL,F,Nurse Practitioner
24335,WV,M,Optometry
24336,ME,M,Family Practice
24337,ID,F,Nurse Practitioner
24338,GA,M,Internal Medicine
24339,MA,M,Hematology/Oncology
24340,NJ,F,Rheumatology
24341,WI,M,Gastroenterology
24342,NM,M,Family Practice
24343,TN,F,Nurse Practitioner
24344,OH,F,Nurse Practitioner
24345,FL,F,Physician Assistant
24346,CA,M,Dentist
24347,MO,M,Nephrology
24348,LA,F,Dentist
24349,OR,M,Dentist
24350,PA,M,Otolaryngology
24351,OH,M,Internal Medicine
24352,PA,M,Dentist
24353,TX,M,Dentist
24354,CO,F,Physician Assistant
24355,FL,F,Physician Assistant
24356,FL,M,General Practice
24357,TN,M,Dentist
24358,WV,M,Family Practice
24359,NY,F,Physician Assistant
24360,RI,M,Urology
24361,IL,M,Internal Medicine
24362,WA,M,Physician Assistant
24363,CA,M,Psychiatry
24364,CA,M,Nurse Practitioner
24365,PR,M,Specialist
24366,SC,M,Optometry
24367,RI,F,Internal Medicine
24368,KY,M,Emergency Medicine
24369,CA,F,Nephrology
24370,MO,F,Student in an Organized Health Care Education/Training Program
24371,NJ,F,Internal Medicine
24372,ME,M,Nurse Practitioner
24373,NC,F,Internal Medicine
24374,IL,M,Hematology/Oncology
24375,SC,M,Anesthesiology
24376,TX,F,Internal Medicine
24377,NM,M,Ophthalmology
24378,PA,M,Cardiology
24379,NV,M,Podiatry
24380,CA,F,Family Practice
24381,WA,M,Dentist
24382,LA,M,Dentist
24383,NY,F,Dentist
24384,NY,M,Dentist
24385,NY,M,Psychiatry
24386,CO,M,Psychiatry
24387,TX,F,Family Practice
24388,CT,M,Internal Medicine
24389,GA,F,Obstetrics/Gynecology
24390,IL,F,Nurse Practitioner
24391,FL,M,Family Practice
24392,TX,F,Nurse Practitioner
24393,PA,M,Obstetrics/Gynecology
24394,WV,F,Cardiology
24395,FL,M,Dentist
24396,OR,M,General Surgery
24397,PA,M,Family Practice
24398,LA,F,Nurse Practitioner
24399,PA,M,Neurology
24400,TX,M,Plastic and Reconstructive Surgery
24401,ME,F,Nurse Practitioner
24402,NY,M,Optometry
24403,NC,F,Psychiatry
24404,AZ,M,Orthopedic Surgery
24405,KY,M,Urology
24406,ID,F,Nurse Practitioner
24407,TX,F,Obstetrics/Gynecology
24408,NY,F,Dentist
24409,MA,M,Dentist
24410,CA,F,General Practice
24411,CA,M,Dentist
24412,FL,M,Diagnostic Radiology
24413,NC,M,Neurosurgery
24414,AL,M,Psychiatry & Neurology
24415,IL,M,Emergency Medicine
24416,CA,F,Emergency Medicine
24417,OR,F,Physician Assistant
24418,IL,M,Cardiology
24419,CO,F,Nurse Practitioner
24420,TX,M,Emergency Medicine
24421,TX,M,Ophthalmology
24422,OK,M,Dentist
24423,WI,F,Physician Assistant
24424,NC,F,Family Practice
24425,VA,F,Neuropsychiatry
24426,MI,M,Pulmonary Disease
24427,MA,M,Internal Medicine
24428,PA,M,Optometry
24429,GA,M,Podiatry
24430,IA,F,Allergy/Immunology
24431,FL,M,Ophthalmology
24432,SC,M,Hematology/Oncology
24433,MO,M,Cardiology
24434,GA,F,Nurse Practitioner
24435,GA,M,Orthopedic Surgery
24436,CT,F,Family Practice
24437,OR,M,Family Practice
24438,IL,F,Psychiatry & Neurology
24439,NC,F,Internal Medicine
24440,WI,F,Urology
24441,UT,M,Dentist
24442,IL,M,Otolaryngology
24443,TN,F,Physical Medicine and Rehabilitation
24444,CA,F,Emergency Medicine
24445,MI,F,Family Practice
24446,MA,M,Certified Clinical Nurse Specialist
24447,AL,F,Nurse Practitioner
24448,WA,M,Dentist
24449,AZ,F,Physician Assistant
24450,KS,F,Endocrinology
24451,OR,M,Emergency Medicine
24452,NH,F,Nurse Practitioner
24453,NY,F,Dentist
24454,WI,F,Internal Medicine
24455,CA,M,General Surgery
24456,WV,M,Cardiology
24457,WV,F,Nurse Practitioner
24458,KY,M,Cardiology
24459,AR,M,Family Practice
24460,OH,F,Addiction Medicine
24461,MD,F,Internal Medicine
24462,ID,M,Dermatology
24463,IN,F,Nurse Practitioner
24464,NH,M,Dentist
24465,VA,M,Gastroenterology
24466,WI,M,Gastroenterology
24467,KS,F,Dentist
24468,WI,M,General Surgery
24469,PA,F,Nurse Practitioner
24470,TN,M,Pulmonary Disease
24471,OH,M,Orthopedic Surgery
24472,MT,F,Family Practice
24473,MA,F,Nurse Practitioner
24474,OK,M,Internal Medicine
24475,VT,M,Pain Management
24476,OR,M,Dentist
24477,NC,M,Internal Medicine
24478,CA,F,Nurse Practitioner
24479,IL,M,Dentist
24480,IA,M,Physician Assistant
24481,MA,M,Nurse Practitioner
24482,UT,F,Physician Assistant
24483,IL,F,Nurse Practitioner
24484,AR,M,Urology
24485,FL,M,Nurse Practitioner
24486,IL,M,Diagnostic Radiology
24487,PA,M,Internal Medicine
24488,CA,F,Pulmonary Disease
24489,CA,F,Neurology
24490,KY,M,Physician Assistant
24491,KS,F,Nurse Practitioner
24492,CA,M,Dentist
24493,CA,F,Family Practice
24494,NY,F,Physician Assistant
24495,MA,F,Physician Assistant
24496,OK,M,Neurosurgery
24497,SC,F,Dentist
24498,OH,M,Hematology
24499,FL,M,Hematology/Oncology
24500,IL,F,Family Practice
24501,TX,M,Nurse Practitioner
24502,FL,M,Internal Medicine
24503,FL,M,Obstetrics/Gynecology
24504,CA,F,Allergy/Immunology
24505,CO,M,Internal Medicine
24506,MN,M,Family Practice
24507,NY,M,Emergency Medicine
24508,MA,F,Physician Assistant
24509,NY,M,Family Practice
24510,PR,M,Dentist
24511,LA,M,Family Practice
24512,NE,F,Internal Medicine
24513,MA,F,Family Practice
24514,CA,M,Physician Assistant
24515,AZ,M,Psychiatry
24516,CA,F,Rheumatology
24517,WI,F,Family Practice
24518,FL,F,Nurse Practitioner
24519,CA,M,Pediatric Medicine
24520,CA,M,Urology
24521,WI,M,Optometry
24522,OK,M,Cardiology
24523,NJ,F,Psychiatry & Neurology
24524,TX,F,Obstetrics/Gynecology
24525,CA,M,Anesthesiology
24526,TX,M,Family Practice
24527,MI,M,Anesthesiology
24528,PA,M,Dentist
24529,UT,M,Oral Surgery (dentists only)
24530,LA,M,Cardiology
24531,GA,F,Emergency Medicine
24532,SC,M,Dentist
24533,NJ,M,Infectious Disease
24534,OK,M,Endocrinology
24535,MA,F,Nurse Practitioner
24536,GA,M,Multispecialty Clinic/Group Practice
24537,PA,F,Nurse Practitioner
24538,IL,M,Urology
24539,FL,F,Dentist
24540,NY,M,Orthopedic Surgery
24541,FL,M,Podiatry
24542,WA,F,Internal Medicine
24543,FL,M,Family Practice
24544,VA,F,Family Practice
24545,SC,F,Obstetrics/Gynecology
24546,CT,F,Physician Assistant
24547,NJ,F,Nurse Practitioner
24548,NJ,M,Dentist
24549,WI,F,Student in an Organized Health Care Education/Training Program
24550,GA,F,Dentist
24551,CA,F,Ophthalmology
24552,WI,M,Rheumatology
24553,NY,F,Internal Medicine
24554,TN,M,Gynecological/Oncology
24555,NY,F,Nurse Practitioner
24556,ID,M,Hematology/Oncology
24557,FL,M,Podiatry
24558,OH,M,Physical Medicine and Rehabilitation
24559,VA,M,Internal Medicine
24560,NJ,M,Urology
24561,NJ,M,Ophthalmology
24562,IN,M,Dentist
24563,ID,M,Family Practice
24564,MO,F,Neurology
24565,NC,F,Pediatric Medicine
24566,IN,M,Family Practice
24567,TX,M,Medical Oncology
24568,MN,M,Family Practice
24569,FL,M,Dentist
24570,MD,F,Osteopathic Manipulative Medicine
24571,CA,F,Pediatric Medicine
24572,NY,M,Neurology
24573,MO,F,Optometry
24574,TX,F,Dentist
24575,GA,M,Physician Assistant
24576,PA,M,Nephrology
24577,FL,M,Cardiology
24578,CA,M,Orthopedic Surgery
24579,NY,F,Nurse Practitioner
24580,DE,F,Family Practice
24581,NC,M,Internal Medicine
24582,TX,F,Internal Medicine
24583,CO,M,Orthopedic Surgery
24584,FL,M,Hematology
24585,NY,M,Family Practice
24586,OK,F,Nurse Practitioner
24587,TX,F,Nurse Practitioner
24588,TN,F,Obstetrics/Gynecology
24589,NY,M,Psychiatry
24590,NY,M,Oral Surgery (dentists only)
24591,GA,M,Internal Medicine
24592,CA,F,Student in an Organized Health Care Education/Training Program
24593,CA,M,Dentist
24594,GA,F,Family Practice
24595,GA,F,Family Practice
24596,CA,M,Colorectal Surgery (formerly proctology)
24597,MO,F,Nurse Practitioner
24598,PA,F,Family Practice
24599,NY,F,Rheumatology
24600,NC,M,Gastroenterology
24601,TX,M,Dentist
24602,CA,M,Ophthalmology
24603,OH,M,Optometry
24604,MI,M,Student in an Organized Health Care Education/Training Program
24605,IL,F,Family Practice
24606,OK,M,Urology
24607,OR,F,Dentist
24608,SD,M,Physician Assistant
24609,OH,M,Family Practice
24610,NV,F,Family Practice
24611,CA,F,Rheumatology
24612,IN,M,Internal Medicine
24613,SC,M,Emergency Medicine
24614,CA,M,Neurology
24615,VA,M,Student in an Organized Health Care Education/Training Program
24616,TX,M,Psychiatry
24617,IN,M,Student in an Organized Health Care Education/Training Program
24618,AZ,M,Family Practice
24619,GA,F,Family Practice
24620,CA,F,Family Practice
24621,TX,M,Urology
24622,CT,M,Psychiatry & Neurology
24623,CA,M,Neurology
24624,PA,M,Podiatry
24625,AZ,F,Nurse Practitioner
24626,NY,M,General Surgery
24627,NY,F,Internal Medicine
24628,MI,M,Obstetrics/Gynecology
24629,WA,F,Pharmacist
24630,NC,M,Internal Medicine
24631,MA,F,Internal Medicine
24632,NC,M,Optometry
24633,MD,F,Emergency Medicine
24634,WA,M,Family Practice
24635,MI,M,Psychiatry
24636,TN,F,Dentist
24637,PA,M,Emergency Medicine
24638,NJ,M,Dentist
24639,CA,F,Internal Medicine
24640,PA,M,Psychiatry
24641,NY,M,Psychiatry
24642,PA,M,Emergency Medicine
24643,VA,F,Family Practice
24644,NY,F,Family Practice
24645,NY,M,Cardiology
24646,NY,F,Physician Assistant
24647,KS,M,Cardiology
24648,CA,M,Gastroenterology
24649,KS,M,Orthopedic Surgery
24650,IA,M,Family Practice
24651,CA,F,Dentist
24652,CA,M,Urology
24653,IN,M,Family Practice
24654,FL,F,Dentist
24655,PA,F,Obstetrics/Gynecology
24656,CT,M,Internal Medicine
24657,GA,F,Family Practice
24658,VA,M,Nephrology
24659,OH,M,Rheumatology
24660,NY,F,Nurse Practitioner
24661,CA,F,Family Practice
24662,KY,M,Internal Medicine
24663,WI,M,Dentist
24664,NC,M,Nurse Practitioner
24665,MA,F,Internal Medicine
24666,AZ,M,Internal Medicine
24667,MS,M,Family Practice
24668,CA,M,Family Practice
24669,OH,F,Psychiatry
24670,OK,M,General Practice
24671,MI,F,Nurse Practitioner
24672,CA,M,Family Practice
24673,MI,M,Physician Assistant
24674,TX,F,Physician Assistant
24675,OH,M,Internal Medicine
24676,FL,F,Infectious Disease
24677,CA,F,Internal Medicine
24678,CA,M,Orthopedic Surgery
24679,CA,M,Family Practice
24680,TX,F,Nurse Practitioner
24681,GA,M,Nurse Practitioner
24682,WA,F,Family Practice
24683,CA,M,Family Practice
24684,NJ,M,Infectious Disease
24685,NE,M,Optometry
24686,CA,M,Internal Medicine
24687,LA,F,Ophthalmology
24688,GA,M,Psychiatry
24689,DC,M,Psychiatry & Neurology
24690,CO,F,Dermatology
24691,OR,M,Physician Assistant
24692,PR,M,Hematology/Oncology
24693,OK,M,Nephrology
24694,VA,M,Ophthalmology
24695,NV,M,Emergency Medicine
24696,MO,M,Cardiac Electrophysiology
24697,WI,M,Dentist
24698,MA,F,Internal Medicine
24699,KS,M,Family Practice
24700,WI,F,Optometry
